personid,sex,birthday,ethnicity
231661,0,1937-02-26 0:00,1
240778,1,1960-03-19 0:00,1
322249,1,1927-11-11 0:00,1
99402,1,1946-09-27 0:00,1
291332,0,1990-04-20 0:00,1
182030,1,1943-12-12 0:00,1
217347,0,1964-10-24 0:00,1
77038,0,1966-04-20 0:00,1
266460,0,1967-03-03 0:00,1
14736,1,1963-06-06 0:00,1
359598,0,1934-11-19 0:00,1
150580,1,1953-05-26 0:00,1
16582,0,1959-07-11 0:00,1
190774,0,1947-04-18 0:00,1
145080,0,1986-02-02 0:00,1
131299,0,1944-04-27 0:00,1
286708,0,1963-05-13 0:00,1
200097,1,1930-10-28 0:00,1
218378,1,1982-01-18 0:00,1
181239,0,2003-09-04 0:00,1
207489,0,1963-10-28 0:00,1
73962,1,1949-03-26 0:00,1
297387,0,1954-12-27 0:00,1
187262,0,1961-08-04 0:00,1
26346,0,1939-12-30 0:00,1
253102,0,1953-08-01 0:00,1
327758,0,2002-02-03 0:00,1
95282,0,1942-04-04 0:00,1
103428,1,1943-11-23 0:00,1
259099,0,1972-02-26 0:00,1
129555,1,1983-05-13 0:00,1
285804,0,1945-10-17 0:00,1
272840,1,1928-10-17 0:00,1
243774,1,1973-10-21 0:00,1
282457,1,1991-06-15 0:00,1
41753,1,1967-09-04 0:00,1
265616,1,1957-10-18 0:00,1
359432,1,1949-10-29 0:00,1
53760,0,1942-06-10 0:00,1
73038,0,1986-02-11 0:00,1
164746,1,1959-10-30 0:00,1
109949,0,1986-10-05 0:00,1
214109,0,1962-03-28 0:00,1
52484,1,1945-08-11 0:00,1
221082,1,1926-12-05 0:00,1
138969,1,1916-12-15 0:00,1
248006,1,1973-03-26 0:00,1
337397,1,1998-01-05 0:00,1
4730,1,1997-07-19 0:00,1
39256,0,1986-02-13 0:00,1
246480,0,1963-01-06 0:00,1
55702,0,1972-08-04 0:00,1
129732,1,1995-05-06 0:00,1
272325,1,1966-01-16 0:00,1
274684,0,1971-03-13 0:00,1
242956,1,1957-09-26 0:00,1
147551,1,1954-02-11 0:00,1
109213,1,1961-05-21 0:00,1
132662,0,1961-02-11 0:00,1
237218,1,1972-08-01 0:00,1
17037,1,1969-12-01 0:00,1
191839,0,1956-06-17 0:00,1
93757,1,1957-10-12 0:00,1
361222,1,1977-03-10 0:00,1
207738,0,2005-01-10 0:00,1
102792,0,1938-02-26 0:00,1
310707,1,1965-09-25 0:00,1
221845,1,1940-01-13 0:00,1
221444,1,1977-12-15 0:00,1
244713,0,1932-10-02 0:00,1
265546,1,1987-08-04 0:00,1
150250,0,1980-01-26 0:00,1
73395,0,1963-12-01 0:00,1
39163,1,2000-01-29 0:00,1
173326,1,1965-06-24 0:00,1
146994,1,1953-05-14 0:00,1
297054,1,1956-09-21 0:00,1
85484,1,1969-06-28 0:00,1
19579,1,1947-06-16 0:00,1
195091,1,1956-07-14 0:00,1
128003,0,1944-06-14 0:00,1
165370,0,1964-07-28 0:00,1
281581,0,1961-08-26 0:00,1
53539,0,1934-02-14 0:00,1
117414,1,1939-08-18 0:00,1
108732,0,1936-12-03 0:00,1
195173,1,1987-11-01 0:00,1
73538,1,1957-09-17 0:00,1
4281,1,1955-06-01 0:00,1
326250,0,1961-01-08 0:00,1
102177,0,1943-03-18 0:00,1
139147,1,1938-04-22 0:00,1
284351,1,1959-06-30 0:00,1
337512,0,1981-04-24 0:00,1
309577,0,1968-08-03 0:00,1
340104,1,1925-10-28 0:00,1
218133,1,1932-10-31 0:00,1
126550,1,2010-10-28 0:00,1
145542,0,1931-10-16 0:00,1
255281,1,1956-09-04 0:00,1
259701,1,1969-12-18 0:00,1
163768,0,1954-11-21 0:00,0
263876,1,1966-06-09 0:00,1
190622,1,1923-06-05 0:00,1
296566,0,1956-03-30 0:00,1
218301,1,1965-08-24 0:00,1
126193,1,1977-09-03 0:00,1
212531,0,1945-11-02 0:00,1
183538,1,1962-01-27 0:00,1
367808,0,1934-09-18 0:00,1
108528,1,1948-06-29 0:00,1
84505,1,1952-06-19 0:00,1
159121,1,1955-12-21 0:00,1
224363,0,1976-08-04 0:00,1
211334,0,1974-07-26 0:00,1
20413,1,1930-05-01 0:00,1
269764,0,1973-07-01 0:00,1
220307,1,1941-05-29 0:00,1
193274,1,1972-10-24 0:00,0
323915,0,1934-03-06 0:00,1
145262,0,1970-12-11 0:00,1
98054,0,1941-12-30 0:00,1
233084,1,1941-01-20 0:00,1
180047,0,1939-04-15 0:00,1
219238,0,1975-01-17 0:00,1
242652,1,1961-02-09 0:00,1
99659,0,1965-05-23 0:00,1
269024,1,1960-11-19 0:00,1
230662,0,1947-05-28 0:00,1
234891,1,1947-05-06 0:00,1
288820,0,1951-12-18 0:00,1
51051,0,1965-03-30 0:00,1
235600,1,1992-12-30 0:00,1
370836,1,1936-02-02 0:00,1
6985,1,1956-11-07 0:00,1
248848,0,1991-11-09 0:00,1
87253,0,1941-02-11 0:00,1
184583,0,1970-01-19 0:00,1
82751,1,1944-09-21 0:00,1
156278,1,1987-10-15 0:00,1
76544,1,1971-11-11 0:00,1
297416,0,1966-07-05 0:00,1
298436,1,1943-03-23 0:00,1
55112,1,1957-12-03 0:00,1
121888,1,1945-07-19 0:00,1
122956,1,1949-09-26 0:00,1
354320,1,1980-06-13 0:00,1
54340,1,1959-11-04 0:00,1
80159,1,1949-01-18 0:00,1
16216,0,1951-06-14 0:00,1
175202,1,1995-02-18 0:00,1
310099,0,1958-11-13 0:00,1
128534,1,1960-12-27 0:00,1
89007,1,1942-10-09 0:00,1
343966,1,1946-11-16 0:00,1
202021,1,2003-04-30 0:00,1
364901,0,1938-03-07 0:00,1
142456,1,1961-10-29 0:00,1
131783,0,1951-05-25 0:00,1
136313,0,1956-03-15 0:00,1
103680,0,1982-04-11 0:00,1
41397,0,1947-01-23 0:00,1
140094,1,1952-07-27 0:00,1
243964,0,1934-11-08 0:00,1
127516,0,1965-12-05 0:00,1
257225,1,1997-10-19 0:00,1
28723,0,1976-08-26 0:00,1
139714,1,1982-01-02 0:00,1
240590,0,1947-02-07 0:00,1
359839,1,1949-07-01 0:00,1
264227,1,1974-06-22 0:00,1
139545,1,1982-08-03 0:00,1
269061,1,1975-03-27 0:00,1
322077,0,2005-05-09 0:00,1
301257,0,1954-06-01 0:00,1
270011,1,1963-03-28 0:00,1
264530,1,1969-02-18 0:00,1
182260,1,1932-10-23 0:00,1
1883,1,1939-07-04 0:00,1
28404,0,1967-04-15 0:00,1
320975,1,1988-01-21 0:00,1
202405,0,1938-06-07 0:00,1
243940,0,1976-12-20 0:00,1
189859,1,1989-10-17 0:00,1
359270,0,1925-03-04 0:00,1
244583,1,1948-02-10 0:00,1
304968,0,2004-07-08 0:00,1
136709,1,2002-12-17 0:00,1
265212,1,1982-09-14 0:00,1
264783,0,1957-04-17 0:00,1
338093,0,1958-05-13 0:00,0
241368,1,1961-04-23 0:00,1
203325,0,1922-04-04 0:00,1
254392,1,1958-09-16 0:00,0
289722,1,1959-07-19 0:00,1
256464,0,1984-08-01 0:00,1
28338,0,1942-09-21 0:00,1
318010,0,1959-04-27 0:00,1
239418,1,2008-04-20 0:00,1
209213,1,1969-07-09 0:00,1
137043,0,1929-11-25 0:00,1
258044,0,1964-12-27 0:00,1
324160,1,1994-08-14 0:00,1
359642,1,1957-04-27 0:00,1
292992,0,1963-06-09 0:00,1
129586,0,1977-04-30 0:00,1
113891,0,1934-11-01 0:00,1
104588,1,1942-05-25 0:00,1
335609,0,1942-12-02 0:00,1
253177,1,1945-01-27 0:00,1
101286,0,1982-01-17 0:00,1
314730,1,1974-06-14 0:00,1
295720,0,1950-08-31 0:00,1
30447,0,1962-11-25 0:00,1
282224,0,1967-03-26 0:00,1
152704,1,2002-07-02 0:00,1
344449,0,1964-10-02 0:00,1
77486,0,1956-01-30 0:00,1
310600,0,1966-05-23 0:00,1
49715,1,1965-04-12 0:00,1
305393,1,1958-05-30 0:00,1
136413,0,1962-03-13 0:00,1
184870,1,1956-01-01 0:00,1
234101,0,2002-05-08 0:00,1
348047,1,1968-10-31 0:00,1
199195,1,1963-10-03 0:00,1
136453,0,1989-05-21 0:00,1
142093,0,1944-06-03 0:00,1
333413,1,1945-09-24 0:00,1
51072,1,1969-09-05 0:00,1
88063,1,1939-07-01 0:00,1
82037,1,1995-09-06 0:00,1
127295,1,1963-10-01 0:00,1
36533,1,1927-01-28 0:00,1
125916,0,1927-01-27 0:00,1
162182,1,1958-01-20 0:00,1
295813,1,1951-07-18 0:00,1
319845,0,1936-12-04 0:00,1
275946,1,1970-06-17 0:00,1
62238,1,1936-02-20 0:00,1
289412,0,1963-12-17 0:00,1
149392,1,1952-04-13 0:00,1
238915,0,1973-01-22 0:00,1
216405,1,2004-01-23 0:00,1
216313,1,1918-03-04 0:00,1
156528,0,1967-03-18 0:00,1
140825,1,1971-11-19 0:00,1
283711,1,1982-05-20 0:00,1
289682,0,1975-11-03 0:00,1
71453,1,1979-01-16 0:00,1
339049,1,1960-08-20 0:00,1
105829,0,1959-06-19 0:00,1
77249,1,1977-08-01 0:00,1
35089,1,1997-07-01 0:00,1
125137,1,1947-08-09 0:00,1
268804,0,1972-04-13 0:00,1
14937,0,1934-07-12 0:00,1
71309,1,1924-06-08 0:00,1
109908,1,1998-07-23 0:00,1
205446,0,1960-05-30 0:00,1
39288,0,1971-09-15 0:00,1
236521,1,1952-06-06 0:00,1
223370,0,1979-01-13 0:00,1
77612,0,1970-01-03 0:00,1
178783,0,1962-10-13 0:00,1
31338,0,1978-02-09 0:00,1
255955,1,1986-07-03 0:00,1
300943,1,1935-06-09 0:00,1
83313,0,1942-09-04 0:00,1
283287,0,1943-05-15 0:00,1
341076,1,1971-07-11 0:00,1
228840,1,1963-12-18 0:00,1
254306,1,1974-09-20 0:00,1
29729,1,1952-01-14 0:00,1
363538,1,1955-05-14 0:00,0
139144,1,1989-02-08 0:00,1
137874,1,1969-04-10 0:00,1
117150,0,1949-03-03 0:00,1
272117,1,1942-11-19 0:00,1
52687,1,1938-04-20 0:00,1
313756,1,1964-12-16 0:00,1
196423,1,1961-08-31 0:00,1
185236,0,1951-05-14 0:00,1
27877,1,1953-11-13 0:00,1
172845,0,1938-07-13 0:00,1
181684,1,1925-10-22 0:00,1
202113,1,1986-03-12 0:00,1
324735,0,1933-04-07 0:00,1
17544,1,1961-02-18 0:00,1
74022,1,1989-08-21 0:00,1
350759,0,1937-09-11 0:00,1
2633,1,1935-10-10 0:00,1
291640,1,1958-02-06 0:00,1
164226,1,1958-03-04 0:00,1
119905,1,1982-10-30 0:00,1
292104,1,1969-11-08 0:00,1
120355,1,1964-12-13 0:00,1
129304,0,1965-05-21 0:00,1
229801,1,1956-08-23 0:00,1
333588,0,1929-05-07 0:00,1
109702,1,1990-12-11 0:00,1
68123,1,1983-01-20 0:00,1
340013,0,1966-11-19 0:00,1
75242,1,1960-03-04 0:00,1
73058,0,1960-03-10 0:00,1
270016,1,1978-10-10 0:00,1
325480,0,2005-11-03 0:00,1
75740,1,1965-07-24 0:00,1
341321,0,1957-10-03 0:00,1
256188,0,1967-01-06 0:00,1
343585,0,1991-03-28 0:00,1
297692,1,1960-09-21 0:00,1
284600,1,1974-01-05 0:00,1
290966,1,1923-08-06 0:00,1
209899,1,1952-07-14 0:00,1
41134,1,1951-01-08 0:00,1
111016,0,1958-05-21 0:00,1
9164,0,1964-04-06 0:00,1
51919,0,1984-10-14 0:00,1
76741,0,1966-12-24 0:00,1
67197,0,1961-10-18 0:00,1
174638,1,1933-07-18 0:00,1
275694,1,1944-02-05 0:00,1
112878,1,1955-04-05 0:00,1
230628,1,1953-05-07 0:00,1
70015,1,1966-05-01 0:00,1
236949,0,1961-03-20 0:00,1
134372,1,1961-04-13 0:00,1
60451,1,1972-06-18 0:00,1
268135,1,1950-08-04 0:00,1
111598,1,1917-11-20 0:00,1
8768,0,1995-08-24 0:00,1
276808,1,1994-04-28 0:00,1
174496,1,2006-02-18 0:00,1
65260,1,1958-04-25 0:00,1
247581,1,1966-12-23 0:00,1
15454,0,1979-01-18 0:00,1
306354,0,1961-01-19 0:00,1
214791,0,1965-03-19 0:00,1
141237,0,1964-03-18 0:00,1
271404,0,1977-06-14 0:00,1
188894,0,1970-01-23 0:00,1
216376,1,1968-10-18 0:00,1
211738,1,1940-03-07 0:00,1
83979,0,1949-10-18 0:00,1
49378,0,1966-07-14 0:00,1
369326,0,1974-10-12 0:00,1
330650,0,1940-03-31 0:00,1
270943,1,1957-05-15 0:00,1
267469,0,1959-01-30 0:00,1
94828,1,1994-01-24 0:00,1
99758,0,1962-04-22 0:00,1
308334,1,1956-06-12 0:00,1
62760,1,1936-11-19 0:00,1
305010,0,1956-09-08 0:00,1
239719,1,1978-01-16 0:00,1
201735,0,1939-12-11 0:00,1
194175,1,1955-03-24 0:00,1
362890,0,1962-07-13 0:00,1
286932,0,1969-03-26 0:00,1
38367,0,1979-09-23 0:00,1
115338,1,1955-02-21 0:00,1
65138,0,1992-05-25 0:00,1
89471,1,1966-06-18 0:00,1
41610,0,1983-06-04 0:00,1
288263,1,1966-06-05 0:00,1
202334,0,1945-05-23 0:00,1
51254,0,1990-01-08 0:00,1
44474,0,1932-05-08 0:00,1
46217,1,1968-11-30 0:00,1
95503,1,1985-03-15 0:00,1
266512,1,1940-12-12 0:00,1
290230,0,1955-05-19 0:00,1
126003,1,1949-09-24 0:00,1
264266,1,1962-11-20 0:00,1
149141,1,1985-06-14 0:00,1
368314,0,1939-08-06 0:00,1
151188,0,1973-03-01 0:00,1
68321,0,1971-10-07 0:00,1
319333,1,1933-08-17 0:00,1
273630,1,1941-08-10 0:00,1
108045,1,1936-10-30 0:00,1
138295,0,1963-02-01 0:00,1
276964,0,1954-11-23 0:00,1
195299,0,1946-05-19 0:00,1
247861,0,1960-09-08 0:00,1
127023,1,1974-12-19 0:00,1
148632,0,1933-03-27 0:00,1
268618,0,1991-02-06 0:00,1
55803,0,1985-11-14 0:00,1
6269,0,1967-08-01 0:00,1
101101,1,1940-04-13 0:00,1
302519,0,1947-05-10 0:00,1
277888,1,1989-06-15 0:00,1
80504,0,1963-11-27 0:00,1
102389,1,1971-06-28 0:00,1
109962,0,1977-03-05 0:00,1
62139,0,1964-02-14 0:00,1
162950,0,1943-03-24 0:00,1
50345,0,1972-09-18 0:00,1
124000,1,1933-12-27 0:00,1
283393,1,1933-11-12 0:00,1
250550,0,1936-06-19 0:00,1
264170,0,1974-10-25 0:00,1
62412,1,1972-07-13 0:00,1
43350,0,1945-02-02 0:00,1
186413,0,1961-05-10 0:00,1
69780,1,1948-11-19 0:00,1
53007,1,1938-12-23 0:00,1
349920,1,1946-09-14 0:00,1
209915,1,1964-06-21 0:00,1
33337,1,1972-07-24 0:00,1
265423,1,1962-07-18 0:00,1
172807,1,1967-02-01 0:00,1
321012,1,1973-04-27 0:00,1
82841,0,1970-12-30 0:00,1
170148,1,1960-12-09 0:00,1
79074,1,1970-04-03 0:00,1
91303,0,1936-09-08 0:00,1
151197,1,1985-02-11 0:00,1
75496,0,1992-08-01 0:00,1
69380,0,1979-01-05 0:00,1
236406,1,1945-04-25 0:00,1
309936,0,1962-09-07 0:00,1
327436,0,1947-02-09 0:00,1
340494,0,1969-01-26 0:00,1
134345,1,2009-12-02 0:00,1
132549,0,1971-05-26 0:00,1
129150,0,1939-04-04 0:00,1
186572,1,1971-09-24 0:00,1
153183,0,1944-07-08 0:00,1
80460,1,1988-10-12 0:00,1
365373,0,1993-12-14 0:00,1
95397,0,1960-05-16 0:00,1
368875,1,1955-06-28 0:00,1
78140,0,1986-10-24 0:00,1
232576,0,1951-02-28 0:00,1
93016,0,1965-04-08 0:00,1
307648,1,1963-12-14 0:00,1
47786,1,1937-12-16 0:00,1
257846,1,1965-12-04 0:00,1
189836,0,1999-07-19 0:00,1
298829,1,1957-04-13 0:00,1
31157,1,1942-07-29 0:00,1
345879,1,1957-12-10 0:00,1
303255,1,1968-05-04 0:00,1
187184,1,1943-02-01 0:00,1
287265,0,1985-02-09 0:00,1
12548,1,1969-12-07 0:00,1
346623,1,1957-01-22 0:00,1
120284,1,1992-08-20 0:00,1
179591,0,1935-07-03 0:00,1
127055,0,2007-07-29 0:00,1
69156,1,1967-01-11 0:00,1
40097,0,1975-04-30 0:00,1
141932,0,1966-07-15 0:00,1
251096,1,1959-07-03 0:00,1
163965,1,1966-03-24 0:00,1
283592,0,1955-11-13 0:00,1
324566,0,1973-12-08 0:00,1
254405,0,1960-12-29 0:00,1
282089,0,1957-04-03 0:00,1
197044,0,1991-12-01 0:00,1
160320,0,1930-11-30 0:00,1
294025,1,1983-12-21 0:00,1
50339,0,1969-01-11 0:00,1
7677,1,1940-08-03 0:00,1
157097,0,1948-10-24 0:00,1
58295,1,1996-11-27 0:00,1
87001,0,1959-04-29 0:00,1
139160,1,1964-05-09 0:00,1
165963,1,1929-11-30 0:00,1
205539,1,1926-05-13 0:00,1
172263,0,1995-08-08 0:00,1
352477,1,1992-03-15 0:00,1
324471,1,1967-10-09 0:00,1
36185,1,1988-04-14 0:00,1
355253,1,1954-11-21 0:00,1
29596,0,1995-02-22 0:00,1
54623,1,1941-01-08 0:00,1
315995,0,1946-04-21 0:00,1
61311,1,1927-11-22 0:00,1
36390,0,1969-02-21 0:00,1
160585,0,1941-09-11 0:00,1
150306,1,1971-09-21 0:00,1
304681,1,1971-02-09 0:00,1
131881,0,1947-12-29 0:00,1
156183,0,1988-12-01 0:00,1
287690,1,1944-02-23 0:00,1
28087,0,1930-12-18 0:00,1
121185,1,1981-10-23 0:00,1
357986,0,1928-04-28 0:00,1
309270,1,1970-12-16 0:00,1
126306,0,1990-09-23 0:00,1
149198,0,1987-07-13 0:00,1
34192,1,1955-05-05 0:00,1
230646,0,1993-03-16 0:00,1
240158,1,1973-10-30 0:00,1
127366,1,1975-11-21 0:00,1
3813,1,1985-04-04 0:00,1
137799,1,1946-12-22 0:00,1
343439,1,1970-12-10 0:00,1
216842,0,1947-02-06 0:00,1
75377,1,1917-04-26 0:00,1
245703,0,2004-08-04 0:00,1
352835,1,1933-01-13 0:00,1
306123,1,1942-10-24 0:00,1
334253,0,1941-12-31 0:00,1
323265,1,1951-02-27 0:00,1
270543,0,1944-05-23 0:00,1
68364,0,1969-03-06 0:00,1
127707,1,1989-04-25 0:00,1
136879,1,1986-02-28 0:00,1
116239,0,1966-08-13 0:00,1
221867,0,1961-03-27 0:00,1
224507,0,1938-09-13 0:00,1
347288,0,2003-08-17 0:00,1
310284,1,1970-01-17 0:00,1
34450,0,1931-11-06 0:00,1
16115,0,1974-02-14 0:00,1
25779,0,1951-06-29 0:00,1
22993,1,1967-03-20 0:00,1
195394,1,1959-01-09 0:00,1
367533,0,1957-08-29 0:00,1
126019,1,1973-02-27 0:00,1
132232,0,1954-09-15 0:00,1
310745,0,1942-05-08 0:00,1
111070,0,2002-06-15 0:00,1
147007,0,1991-10-20 0:00,1
346246,0,1971-10-02 0:00,1
207921,0,1967-06-19 0:00,1
218567,0,1944-08-23 0:00,1
217358,1,1972-04-01 0:00,1
310082,1,1932-06-09 0:00,1
95802,1,1937-09-25 0:00,1
106082,0,1965-09-15 0:00,1
263006,1,1968-10-15 0:00,1
38023,1,1973-05-13 0:00,1
7204,0,1959-02-21 0:00,1
362456,1,1995-04-13 0:00,1
110108,1,1934-09-28 0:00,1
123912,1,1946-05-11 0:00,1
331829,1,1941-12-28 0:00,1
56735,1,1933-04-12 0:00,1
326931,1,1930-12-19 0:00,1
60290,0,1971-02-15 0:00,1
94697,0,1944-11-19 0:00,1
186253,0,1934-07-14 0:00,1
302069,0,1962-03-13 0:00,1
156921,0,1943-03-27 0:00,1
293513,1,1932-04-21 0:00,1
158648,0,1945-05-17 0:00,1
308398,1,1961-12-13 0:00,0
253305,1,1960-06-22 0:00,1
96695,1,1971-07-20 0:00,1
26288,1,1968-04-18 0:00,1
251027,0,1976-10-29 0:00,1
271125,1,1950-04-23 0:00,1
81526,0,1959-12-09 0:00,1
2315,0,1997-03-30 0:00,1
326535,1,1950-01-09 0:00,1
348793,0,1938-05-11 0:00,1
230797,0,1931-09-10 0:00,1
19098,1,1972-05-29 0:00,1
10281,1,1945-11-04 0:00,1
184728,1,1976-02-19 0:00,1
329264,1,1979-03-10 0:00,1
259148,0,1953-04-24 0:00,1
345846,1,1952-11-30 0:00,1
310060,0,1971-01-05 0:00,1
297652,1,1954-02-22 0:00,1
339550,1,1937-12-18 0:00,1
107278,1,1944-04-12 0:00,1
197596,1,2001-05-30 0:00,1
62026,1,1966-01-04 0:00,1
330808,0,1944-09-21 0:00,1
172249,0,1975-09-26 0:00,1
344606,1,1954-09-17 0:00,1
324495,0,1949-12-06 0:00,1
356832,0,1957-02-15 0:00,1
97215,0,1942-02-11 0:00,1
261051,0,1960-05-03 0:00,1
150786,0,1959-09-05 0:00,1
284409,1,1967-11-03 0:00,1
59117,1,1968-05-17 0:00,1
21565,1,1965-03-31 0:00,1
41731,0,1980-10-17 0:00,1
21466,1,1960-05-20 0:00,1
138059,0,1966-05-16 0:00,1
262938,0,1980-12-23 0:00,1
177477,0,1961-11-10 0:00,1
230777,0,1962-09-14 0:00,1
333853,1,1942-02-08 0:00,1
312013,1,1958-08-01 0:00,1
166576,1,1997-07-30 0:00,1
318462,1,1958-02-16 0:00,1
50333,0,2009-11-21 0:00,1
350997,1,1932-01-23 0:00,1
353060,0,1944-09-14 0:00,1
82155,1,1951-03-03 0:00,1
252286,0,1996-03-14 0:00,1
245155,1,1942-01-31 0:00,1
364448,0,1941-03-22 0:00,1
332391,0,1961-04-08 0:00,1
56800,1,1954-05-24 0:00,1
262328,0,1947-06-21 0:00,1
340783,0,1974-05-13 0:00,1
29179,1,1941-10-24 0:00,1
63620,1,1952-05-09 0:00,1
105106,0,1956-01-27 0:00,1
293203,0,1937-07-26 0:00,1
37603,0,1962-10-03 0:00,1
8184,1,1959-11-09 0:00,1
70461,1,1968-09-03 0:00,1
68451,1,1962-08-22 0:00,1
318435,1,1969-12-02 0:00,1
198304,0,1961-11-02 0:00,1
291384,1,1976-05-05 0:00,1
210787,0,1930-09-21 0:00,1
190683,0,1989-09-26 0:00,1
19683,0,1996-10-24 0:00,1
116117,0,1980-10-19 0:00,1
43245,1,1950-04-01 0:00,1
217083,1,1952-10-23 0:00,1
298913,0,1936-01-02 0:00,1
58303,0,1965-07-15 0:00,1
38610,0,1982-09-22 0:00,1
294962,1,1959-04-20 0:00,1
13462,1,1964-06-29 0:00,1
202057,0,1977-09-03 0:00,1
81536,0,1973-08-29 0:00,1
257527,1,1980-10-25 0:00,1
114450,1,1989-04-01 0:00,1
146634,0,1968-12-01 0:00,1
236202,0,1965-11-16 0:00,1
284873,1,1972-07-17 0:00,1
363001,1,1965-08-26 0:00,1
221286,0,1944-03-27 0:00,1
85593,0,1993-09-08 0:00,1
141125,1,1957-06-12 0:00,1
170725,0,1951-04-21 0:00,1
192808,0,1960-11-05 0:00,1
358028,0,1976-09-30 0:00,1
186016,1,1934-10-26 0:00,1
219075,1,1978-01-06 0:00,1
347604,1,1966-10-23 0:00,1
190649,0,1919-05-17 0:00,1
58899,1,1981-04-19 0:00,1
316859,1,2001-03-25 0:00,1
115898,1,1953-03-05 0:00,1
3389,0,1943-08-26 0:00,1
19874,1,1965-02-12 0:00,1
271974,1,1964-01-28 0:00,1
229114,1,1973-08-15 0:00,1
345351,0,1937-04-14 0:00,1
363425,1,1960-11-11 0:00,1
254748,0,1990-01-09 0:00,1
167287,1,1968-10-30 0:00,1
353842,0,1960-12-20 0:00,1
202208,1,1968-09-30 0:00,1
167363,0,1936-08-11 0:00,1
168998,0,1981-05-21 0:00,1
306349,0,1958-06-14 0:00,1
361178,1,2009-05-30 0:00,1
148491,0,1947-02-01 0:00,1
351868,0,1952-08-08 0:00,1
161151,1,1964-09-08 0:00,1
267409,1,1966-12-30 0:00,1
265022,1,1939-07-10 0:00,1
121564,0,1926-06-05 0:00,1
183998,1,1960-04-06 0:00,1
71675,1,1936-02-21 0:00,1
43859,1,1985-11-15 0:00,1
266129,1,1962-06-22 0:00,1
287932,1,1944-01-11 0:00,1
284808,1,2008-06-14 0:00,1
319303,1,1993-03-05 0:00,1
41668,1,1945-03-11 0:00,1
101486,0,1986-11-21 0:00,0
195380,1,1973-05-02 0:00,1
354248,0,1995-06-13 0:00,1
7944,0,1963-01-22 0:00,1
285778,1,1977-07-24 0:00,1
364560,0,1932-05-26 0:00,1
227057,0,1944-08-22 0:00,1
272160,0,1971-10-09 0:00,1
142628,0,1930-03-26 0:00,1
321499,0,1934-04-10 0:00,1
362754,0,1965-07-17 0:00,1
67451,0,1925-09-10 0:00,1
87570,0,1953-06-15 0:00,1
54671,1,1938-12-11 0:00,1
112660,1,1933-03-16 0:00,1
61685,0,1942-04-29 0:00,1
61261,0,1959-07-30 0:00,1
71517,0,1966-06-26 0:00,1
196785,0,1963-12-05 0:00,1
67780,1,1994-04-26 0:00,1
297471,1,1983-04-25 0:00,1
177601,1,1947-01-25 0:00,1
45094,0,1969-03-11 0:00,1
333611,1,1976-12-08 0:00,1
158225,1,1976-11-04 0:00,1
190358,1,1976-01-09 0:00,1
303532,1,1939-05-31 0:00,1
105691,0,1968-05-12 0:00,1
267879,0,1965-09-19 0:00,1
203764,1,1944-06-28 0:00,1
277932,0,1970-08-22 0:00,1
94531,1,2001-07-08 0:00,1
97132,1,1941-04-21 0:00,1
316230,1,1938-07-15 0:00,1
363456,1,1985-08-26 0:00,1
86685,0,1967-01-26 0:00,1
142049,0,1971-03-27 0:00,1
278954,0,1940-01-23 0:00,1
310811,0,1966-06-19 0:00,1
346282,1,1945-05-04 0:00,1
42862,1,1963-11-22 0:00,1
342317,0,1985-04-15 0:00,1
180719,1,1971-09-26 0:00,1
297710,1,1955-03-13 0:00,1
112516,1,1952-04-13 0:00,1
23650,1,1959-06-04 0:00,1
323621,0,1957-06-24 0:00,1
344454,0,1961-06-17 0:00,1
242729,1,1955-02-27 0:00,1
277695,1,1958-05-03 0:00,1
47404,1,1937-10-29 0:00,1
220404,1,1992-01-10 0:00,1
370582,0,1918-02-10 0:00,1
128494,1,1983-02-15 0:00,1
139357,0,1983-02-03 0:00,1
173285,1,1972-01-17 0:00,1
220371,1,2009-09-22 0:00,1
346169,1,1943-03-21 0:00,1
115526,1,1939-09-10 0:00,1
70768,0,1976-04-09 0:00,1
8398,1,1969-04-20 0:00,1
96348,1,1955-06-02 0:00,1
4547,1,1931-02-19 0:00,1
261769,0,2002-10-05 0:00,1
224025,0,1983-04-18 0:00,1
226424,0,2001-02-01 0:00,1
134685,1,1980-02-21 0:00,1
322399,1,1926-11-29 0:00,1
141589,0,1933-12-11 0:00,1
80168,0,1950-01-22 0:00,1
188785,0,1998-01-28 0:00,1
177488,0,1991-12-27 0:00,1
177872,1,1971-01-25 0:00,1
40688,1,1971-03-10 0:00,1
16482,1,1938-06-02 0:00,1
221421,1,1960-06-12 0:00,1
332592,0,1947-03-06 0:00,1
274015,1,1978-04-24 0:00,1
211452,1,1941-03-30 0:00,1
55241,0,1939-07-25 0:00,1
142485,0,1951-11-09 0:00,1
361924,0,1963-04-08 0:00,1
352525,0,1983-04-08 0:00,1
177451,0,1942-09-16 0:00,1
71561,0,1969-10-27 0:00,1
244790,0,2002-06-27 0:00,1
69207,1,1961-05-30 0:00,1
198478,0,1963-05-22 0:00,1
341409,1,1953-02-05 0:00,1
136054,0,1981-12-12 0:00,1
81917,0,2005-12-04 0:00,1
228751,0,1977-02-17 0:00,1
235186,0,1974-07-01 0:00,1
359408,0,1969-12-04 0:00,1
282297,1,1979-08-13 0:00,1
282323,1,1957-05-21 0:00,1
284389,1,1939-08-09 0:00,1
72582,0,1984-04-16 0:00,1
